Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Registrar Horas de Trabajo,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Campo personalizado (Casos de prueba),Campo personalizado (Criterios de aceptacion),Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Team),Campo personalizado (Tipo),Campo personalizado (development),Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
[FRONTEND] Crear componente EditVariantsSection,DUMI-235,11399,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 4:53 PM,04/dic/25 1:47 PM,,04/dic/25 1:47 PM,02/oct/25 12:00 AM,0,"Crear {{modules/clothes/ui/components/edit-variants-section.tsx}} como {{'use client'}}:

* Recibir props {{clothesId: string}}, {{variants: Variant[]}}, {{basePrice: number}}
* Mostrar variantes existentes en cards similar a {{VariantsFieldArray}}
* Input para editar precio adicional de cada variante
* Botón guardar que llama a {{updateVariant}}
* Botón eliminar que llama a {{deleteVariant}} con confirmación
* Formulario para agregar nueva variante (reutilizar action {{createClothes}} o crear action específica)
* Validar que no se duplique combinación talla/género",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 1:47 PM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;10800,10800,0,10800,100 %,10800,0,10800,,,,,0|i0013b:,Tablero Sprint 1,02/oct/25 12:00 AM,,Desarrollo,{},,Listo,04/dic/25 1:47 PM,10522,DUMI-89,Modificación de prenda
[FRONTEND] Crear componente EditImagesSection,DUMI-236,11401,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 4:53 PM,04/dic/25 1:49 PM,,04/dic/25 1:49 PM,02/oct/25 12:00 AM,0,"Crear {{modules/clothes/ui/components/edit-images-section.tsx}} como {{'use client'}}:

* Recibir props {{clothesId: string}}, {{images: ClothesImage[]}}
* Mostrar imágenes actuales con thumbnails
* Botón eliminar imagen que llama a {{deleteImage}} con confirmación
* Zona para subir nuevas imágenes (reutilizar lógica de {{ImagesUpload}})
* Indicar cuál es la imagen principal",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 1:49 PM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;7200,7200,0,7200,100 %,7200,0,7200,,,,,0|i0013j:,Tablero Sprint 1,02/oct/25 12:00 AM,,Desarrollo,{},,Listo,04/dic/25 1:49 PM,10522,DUMI-89,Modificación de prenda
[FRONTEND] Crear página de edición de prenda,DUMI-237,11403,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 4:53 PM,04/dic/25 1:50 PM,,04/dic/25 1:50 PM,02/oct/25 12:00 AM,0,"Crear {{app/(dashboard)/admin/clothes/[id]/edit/page.tsx}}:

* Obtener {{id}} de params
* Llamar a {{getClothesById(id)}} para obtener datos
* Mostrar página 404 si no existe la prenda
* Renderizar {{EditClothesForm}}, {{EditVariantsSection}}, {{EditImagesSection}}
* Breadcrumb: Inicio > Prendas > Editar prenda",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 1:50 PM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;7200,7200,0,7200,100 %,7200,0,7200,,,,,0|i0013r:,Tablero Sprint 1,02/oct/25 12:00 AM,,Desarrollo,{},,Listo,04/dic/25 1:50 PM,10522,DUMI-89,Modificación de prenda
[FRONTEND] Agregar botón de edición en la tabla de prendas,DUMI-238,11405,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 4:53 PM,04/dic/25 1:41 AM,,,,0,"Modificar clothes-table.tsx:

* Agregar botón/icono de editar en la columna de acciones
* Navegar a {{/admin/clothes/:id/edit}} al hacer clic",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0013z:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 4:53 PM,10522,DUMI-89,Modificación de prenda
[FRONTEND] Crear query de búsqueda de prendas,DUMI-243,11447,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:09 PM,04/dic/25 1:42 AM,,,,0,"Agregar en queries.ts:

* Function {{searchClothes(params: SearchClothesParams)}} que hace GET a /clothes/search
* Construir query string dinámicamente con los parámetros: name, description, size, gender
* Retornar datos tipados como Clothes[]",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i00147:,Tablero Sprint 1,,,Integración,{},,Por hacer,03/dic/25 7:09 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Crear tipos para búsqueda,DUMI-244,11449,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:09 PM,04/dic/25 1:42 AM,,,,0,"Agregar en types.ts:

* Interface {{SearchClothesParams}} con campos opcionales: name, description, size, gender",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0014f:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:09 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Crear componente ClothesSearchInput,DUMI-245,11451,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:09 PM,04/dic/25 1:47 AM,,,,0,"Crear {{modules/clothes/ui/components/clothes-search-input.tsx}} como {{'use client'}}:

* Input de texto con icono de búsqueda
* Placeholder ""Buscar por nombre o descripción...""
* Debounce de 300ms para evitar llamadas excesivas
* Sincronizar valor con URL search params usando {{useSearchParams}}
* Actualizar parámetros name y description en la URL",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0014n:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:09 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Crear componente ClothesFilters,DUMI-246,11453,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:09 PM,04/dic/25 1:47 AM,,,,0,"Crear {{modules/clothes/ui/components/clothes-filters.tsx}} como {{'use client'}}:

* Select para filtrar por talla usando opciones de SIZES
* Select para filtrar por género usando opciones de GENDERS
* Botón para limpiar todos los filtros
* Sincronizar valores con URL search params usando {{useSearchParams}}
* Mostrar badge con número de filtros activos",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0014v:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:09 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Crear componente ClothesSearchResults,DUMI-247,11455,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:10 PM,04/dic/25 1:47 AM,,,,0,"Crear {{modules/clothes/ui/components/clothes-search-results.tsx}} como {{'use client'}}:

* Recibir {{searchParams}} desde la página
* Llamar a {{searchClothes}} con los parámetros
* Mostrar resultados usando ClothesTable
* Mostrar mensaje ""No se encontraron prendas"" cuando no hay resultados
* Mostrar estado de carga con skeleton",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i00153:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:10 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Modificar página de listado de prendas,DUMI-248,11457,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:10 PM,04/dic/25 1:47 AM,,,,0,"Modificar page.tsx:

* Agregar {{ClothesSearchInput}} en la cabecera
* Agregar {{ClothesFilters}} junto al buscador
* Reemplazar ClothesTable por {{ClothesSearchResults}}
* Pasar {{searchParams}} a los componentes",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0015b:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:10 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Agregar estado vacío en ClothesTable,DUMI-249,11459,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:10 PM,04/dic/25 1:47 AM,,,,0,"Modificar clothes-table.tsx:

* Mejorar mensaje de estado vacío diferenciando:
** ""No hay prendas registradas"" (cuando no hay filtros)
** ""No se encontraron prendas con los filtros aplicados"" (cuando hay filtros activos)
* Agregar ilustración o icono al estado vacío",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0015j:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:10 PM,10523,DUMI-90,Búsqueda y filtrado de prendas
[FRONTEND] Crear server action para creación rápida,DUMI-250,11461,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:25 PM,04/dic/25 1:47 AM,,,,0,"Crear {{modules/clothes/actions/quick-create-clothes.ts}}:

* Action quickCreateClothes(data) que hace POST a /clothes/quick-create
* Recibir solo: name, price, images (array de {filename, contentType})
* Retornar response con preSignedPuts para subir imágenes
* Revalidar path /admin/clothes",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0015r:,Tablero Sprint 1,,,Integración,{},,Por hacer,03/dic/25 7:25 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Crear schema para creación rápida,DUMI-251,11463,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:25 PM,04/dic/25 1:47 AM,,,,0,"Agregar en schemas.ts:

* Schema {{quickCreateClothesSchema}} con campos: name, price, images
* Sin variantes (se generan automáticamente en backend)
* Inferir tipo {{QuickCreateClothesInput}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0015z:,Tablero Sprint 1,,,Validación,{},,Por hacer,03/dic/25 7:25 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Crear componente QuickCreateClothesForm,DUMI-252,11465,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:25 PM,04/dic/25 1:47 AM,,,,0,"Crear {{modules/clothes/ui/components/quick-create-clothes-form.tsx}} como {{'use client'}}:

* Formulario simplificado con solo: nombre, precio estimado, imágenes
* Reutilizar ImagesUpload para las imágenes
* Indicador visual de que se creará como ""Borrador""
* Botón ""Crear borrador"" que llama a {{quickCreateClothes}}
* Subir imágenes a presigned URLs después de crear
* Redirigir a /admin/clothes al completar",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i00167:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:25 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Crear página de creación rápida,DUMI-253,11467,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:25 PM,04/dic/25 1:47 AM,,,,0,"Crear page.tsx:

* Título ""Creación rápida de prenda""
* Descripción explicando que se crea como borrador
* Renderizar {{QuickCreateClothesForm}}
* Breadcrumb: Prendas > Creación rápida",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0016f:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:25 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Agregar toggle isInEcommerce en EditClothesForm,DUMI-254,11469,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:25 PM,04/dic/25 1:48 AM,,,,0,"Modificar edit-clothes-form.tsx:

* Agregar campo isInEcommerce al schema y defaultValues
* Agregar Switch para ""Mostrar en E-commerce""
* Descripción: ""Las prendas visibles aparecen en la tienda online""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0016n:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:25 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Agregar filtro por estado en ClothesFilters,DUMI-255,11471,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:26 PM,04/dic/25 1:48 AM,,,,0,"Modificar clothes-filters.tsx:

* Agregar Select para filtrar por estado: ""Todos"", ""Publicados"", ""Borradores""
* Sincronizar con URL param status (o isDraft)",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0016v:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:26 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Actualizar query searchClothes para filtrar por isDraft,DUMI-256,11473,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:26 PM,04/dic/25 1:48 AM,,,,0,"Modificar queries.ts:

* Agregar parámetro opcional isDraft a SearchClothesParams
* Incluir en query string cuando esté presente",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i00173:,Tablero Sprint 1,,,Integración,{},,Por hacer,03/dic/25 7:26 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Agregar botón de creación rápida en página de listado,DUMI-257,11475,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:26 PM,04/dic/25 1:48 AM,,,,0,"Modificar page.tsx:

* Agregar botón secundario ""Creación rápida"" junto al botón ""Nueva prenda""
* Navegar a {{/admin/clothes/quick}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0017b:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:26 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Mejorar indicadores visuales en ClothesTable,DUMI-258,11477,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 7:26 PM,04/dic/25 1:48 AM,,,,0,"Modificar clothes-table.tsx:

* Mejorar badge de estado para diferenciar mejor Borrador/Publicado
* Agregar tooltip o descripción al badge de E-commerce
* Mostrar icono diferente para borradores",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0017j:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 7:26 PM,10947,DUMI-169,Diseños Personalizados
[FRONTEND] Definir tipos para el módulo de cotizaciones,DUMI-259,11511,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:33 PM,04/dic/25 2:21 AM,,,,0,"Crear types.ts:

* Definir tipo QuotationStatus con valores: {{'PENDING' | 'APPROVED' | 'CANCELLED'}}
* Definir interface Customization con:
** name: string
** number: number
** notes: string (opcional)
* Definir interface QuotationDetailInput (para crear) con:
** clothesVariantId: string
** quantity: number
** customizations: Customization[]
* Definir interface QuotationDetail (respuesta) con:
** id: string
** quoteId: string
** clothesVariantId: string
** quantity: number
** unitPrice: number
** customizations: Customization[]
* Definir interface QuotationCustomer con: id, names, lastNames, phone
* Definir interface Quotation (lista) con:
** id: string
** total: string
** customerId: string
** status: QuotationStatus
** customer: QuotationCustomer
** totalClothes: number
** totalUnitsToProduced: number
** createdAt: string
** updatedAt: string
* Definir interface CreateQuotationInput con: customerId, details: QuotationDetailInput[]
* Definir interface CreateQuotationResponse con:
** id: string
** total: number
** customerId: string
** status: QuotationStatus
** details: QuotationDetail[]
** createdAt: string
** updatedAt: string",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0017r:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,03/dic/25 11:33 PM,10524,DUMI-91,Crear cotización
[FRONTEND] Definir constantes para el módulo de cotizaciones,DUMI-260,11513,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:33 PM,04/dic/25 2:22 AM,,,,0,"Crear constants.ts:

* Exportar array QUOTATION_STATUSES con opciones:
** { value: 'PENDING', label: 'Pendiente', color: 'yellow' }
** { value: 'APPROVED', label: 'Aprobada', color: 'green' }
** { value: 'CANCELLED', label: 'Cancelada', color: 'red' }
* Exportar objeto QUOTATION_ERRORS con mensajes de error:
** CUSTOMER_REQUIRED: 'Debe seleccionar un cliente'
** NO_ITEMS: 'Debe agregar al menos un artículo a la cotización'
** INVALID_QUANTITY: 'La cantidad debe ser mayor a 0'
** CUSTOMIZATIONS_MISMATCH: 'La cantidad de personalizaciones debe coincidir con la cantidad de unidades'
** CUSTOMER_NOT_FOUND: 'Cliente no encontrado'
** VARIANT_NOT_FOUND: 'Variante de prenda no encontrada'
** UNKNOWN: 'Ocurrió un error inesperado'",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0017z:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,03/dic/25 11:33 PM,10524,DUMI-91,Crear cotización
[FRONTEND] Definir schema de validación con Zod para crear cotización,DUMI-261,11515,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:33 PM,04/dic/25 2:22 AM,,,,0,"Crear schemas.ts:

* Crear schema customizationSchema que valide:
** name: string, mínimo 1 caracter, requerido
** number: número, entero, no negativo
** notes: string, opcional
* Crear schema quotationDetailSchema que valide:
** clothesVariantId: string UUID, requerido
** quantity: número, positivo, mínimo 1
** customizations: array de customizationSchema
* Crear schema createQuotationSchema que valide:
** customerId: string UUID, requerido
** details: array de quotationDetailSchema, mínimo 1 elemento
* Exportar tipo inferido CreateQuotationInput",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i00187:,Tablero Sprint 2,,,Validación,{},,Por hacer,03/dic/25 11:33 PM,10524,DUMI-91,Crear cotización
[FRONTEND] Crear queries para obtener cotizaciones,DUMI-262,11517,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:33 PM,04/dic/25 2:22 AM,,,,0,"Crear queries.ts:

* Función getQuotations(): GET a {{/quotes}}, retorna Quotation[]",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i0018f:,Tablero Sprint 2,,,Integración,{},,Por hacer,03/dic/25 11:33 PM,10524,DUMI-91,Crear cotización
